backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,best_train_next_activity_loss,best_test_next_remaining_time_loss,train_next_remaining_time_loss,best_test_next_activity_acc,test_next_activity_acc,train_next_activity_acc,best_train_next_time_to_next_event_loss,test_next_activity_loss,test_next_remaining_time_loss,test_next_time_to_next_event_loss,_wandb.runtime,train_next_time_to_next_event_loss,best_test_next_activity_loss,train_next_activity_loss,_timestamp,best_train_next_activity_acc,_step,_runtime,best_test_next_time_to_next_event_loss,best_train_next_remaining_time_loss,few_shot_k
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,0,5,768,BPI12,,5e-05,nep,1,,lstm,42,sum,124497437,7145501,0.1,ud76kztt,fast-armadillo-64,0.5503623702755575,1.9230276933112995,0.6423624711869867,0.7543072633686017,0.7543072633686017,0.7937913667840675,0.8104723340678006,0.7727910921015942,2.772861240822891,1.4273130871421582,216,0.8104723340678006,0.7291250614002496,0.5503623702755575,1763423698.5049338,0.7937913667840675,9,216.943920318,1.384217562488101,0.6423624711869867,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,-1,5,768,BPI12,,5e-05,nep,1,,lstm,42,sum,124497437,7145501,0.1,b7gmge98,upbeat-elevator-65,0.720742328708964,2.1658856511387143,0.6524728354783932,0.7026915927938233,0.7026915927938233,0.7288210572882106,0.8520884759700181,0.8586161153927373,2.3605070480922237,1.4442450774590945,217,0.8520884759700181,0.8586161153927373,0.720742328708964,1763423930.3793595,0.7288210572882106,9,217.530875155,1.404877672840255,0.6524728354783932,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,42,sum,124497437,57629,0.1,aiim8wec,golden-lion-66,0.9647107688520606,2.2354928633999234,0.6956963598015232,0.46768658850443234,0.46768658850443234,0.6401664029401256,0.907229756063533,1.580662072727535,2.3674209698270885,1.4649394438406285,207,0.907229756063533,1.5793094963457437,0.9647107688520606,1763424151.2987268,0.6401664029401256,9,207.419889812,1.4649394438406285,0.6956963598015232,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,0,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,42,sum,124497437,57629,0.1,9ke74iu8,good-galaxy-67,,1.406942268559208,,0.05488633114097798,0.05488633114097798,,,3.866493376861956,1.406942268559208,1.5556252713131162,3,,3.866493376861956,,1763424168.8835118,,0,3.615032883,1.5556252713131162,,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,42,sum,124497437,57629,0.1,01u0b3lf,elated-wind-68,3.582130789756775,1.399497372919333,0.8528291309873263,0.05073991993136975,0.04464541035173005,0.0625,1.105410418783625,3.345585319223423,1.4555155642209203,1.6904148103585128,34,1.2645984188032646,3.345585319223423,3.582130789756775,1763424216.7681,0.0625,9,34.798788542,1.5556388863234272,0.8528291309873263,8.0
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,lora,,5,768,BPI12,512,5e-05,nep,1,256,lstm,42,sum,162246173,37806365,0.1,n01a8r5n,dark-cloud-69,2.702763626972834,1.8338474282578872,1.087745941457494,0.18326422647983984,0.05025736345438948,0.11979166666666669,0.8257140419445932,3.2493158285366253,2.5579639517528787,2.089242352105087,52,0.99984804696093,3.1809939330463446,2.7489141523838043,1763424284.5167196,0.19791666666666663,9,52.804929711,1.5838782458081693,0.6382429194636643,8.0
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,lora,,5,768,BPI12,512,5e-05,nep,1,256,lstm,43,sum,162246173,37806365,0.1,xmprgv3s,bumbling-pine-70,0.4241708022108479,2.3226061341652904,0.6323101800306218,0.7500536173863311,0.6748284243637404,0.8382590645364368,0.7339735872157868,0.8946943265780879,2.533790801130237,1.4687040738642845,378,0.7339735872157868,0.7617852130821169,0.4241708022108479,1763424676.9124331,0.8382590645364368,9,378.409388973,1.40696310458536,0.6320903168969753,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,"-1,-2",5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,14233373,0.1,cucqf6gx,autumn-firebrand-71,0.6223832461523746,1.8342708556931215,0.6496716962121567,0.7035315985130112,0.7035315985130112,0.7649515934187467,0.8204238790001215,0.8905992467283419,2.6571672875066636,1.4576585373778908,228,0.8204238790001215,0.8774561701688147,0.6223832461523746,1763424919.813376,0.7649515934187467,9,228.549126163,1.4282385787491447,0.6496716962121567,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,"0,1",5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,14233373,0.1,cjye7pz8,fast-wood-72,0.5145553686801636,2.116375058984732,0.6394645653838359,0.7459429511009437,0.7459429511009437,0.8063226311401493,0.7812747512755078,0.7452836017507057,2.470441258645331,1.3938190722614334,227,0.7812747512755078,0.7452836017507057,0.5145553686801636,1763425161.1058233,0.8063226311401493,9,227.933663065,1.3938190722614334,0.6394645653838359,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,0,5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,7145501,0.1,bqql8tau,jumping-morning-73,0.5412453293603608,2.066939572412984,0.6486987228752401,0.7154525307406349,0.7154525307406349,0.799006346451602,0.7957757288635425,0.8114153876845278,2.5527035859145792,1.4434669321708644,216,0.7957757288635425,0.8114153876845278,0.5412453293603608,1763425391.8146205,0.799006346451602,9,216.744749847,1.426946968137142,0.6486987228752401,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,-1,5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,7145501,0.1,y04jnulc,colorful-hill-74,0.6719053520039204,1.966763280791225,0.6559651921784562,0.6924864169287961,0.6924864169287961,0.7460313409218519,0.8379449259725628,0.9379156290854186,2.4403780462747093,1.4273672996592608,217,0.8379449259725628,0.9379156290854186,0.6719053520039204,1763425622.7526283,0.7460313409218519,9,217.133464685,1.4273672996592608,0.6559651921784562,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,57629,0.1,b45ugu18,scarlet-field-75,1.0066463620212447,2.4126169947667107,0.7042351370170309,0.5165141549899914,0.4993208464398056,0.6224712027631736,0.9125458173142084,1.480559122163567,2.6044874717938176,1.493587530407552,205,0.9125458173142084,1.480559122163567,1.0066463620212447,1763425842.6298103,0.6224712027631736,9,205.858220217,1.493587530407552,0.7042351370170309,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,0,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,57629,0.1,budszund,cosmic-cherry-76,,2.3656349437692663,,0.009472404918501572,0.009472404918501572,,,4.684743431250572,2.3656349437692663,1.5502188117939777,3,,4.684743431250572,,1763425860.5825646,,0,3.854560636,1.5502188117939777,,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,43,sum,124497437,57629,0.1,pg2wiqw9,honest-tree-77,3.5980775157610574,1.6170796760839157,0.7515923231840134,0.009472404918501572,0.009472404918501572,0.052083333333333336,0.8117943531833589,3.96796590244903,1.6170796760839157,1.6286375466218177,34,0.8720634483421842,3.96796590244903,3.5980775157610574,1763425908.3634484,0.052083333333333336,9,34.61811516,1.5341972145679377,0.6862337828303376,8.0
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,lora,,5,768,BPI12,512,5e-05,nep,1,256,lstm,43,sum,162246173,37806365,0.1,wylvwmru,sage-armadillo-78,1.957138441503048,1.1720407151616845,0.5864331444414953,0.13756434086359737,0.13756434086359737,0.421875,0.8033300349488854,3.6446069285703926,2.246851479988316,1.724771153690197,53,0.8033300349488854,3.1712913406825862,1.957138441503048,1763425975.8315637,0.421875,9,53.595461568,1.554301151317087,0.48199983189503354,8.0
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,lora,,5,768,BPI12,512,5e-05,nep,1,256,lstm,44,sum,162246173,37806365,0.1,kpxauupn,icy-violet-79,0.4424738440058379,2.3954494285232046,0.6314038630586541,0.7582749499571061,0.6500571918787532,0.8301941367634799,0.7670077863108541,0.914536037545972,2.711722061642265,1.5727872175849895,376,0.7670077863108541,0.7706036462523373,0.4424738440058379,1763426366.1745808,0.8301941367634799,9,376.408907255,1.4403420240256892,0.6314038630586541,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,"-1,-2",5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,14233373,0.1,ozje275h,silvery-aardvark-80,0.6290732806945041,1.9224261149922788,0.6534984538885068,0.6818523019731199,0.6818523019731199,0.7655726268864955,0.8267671746068183,0.9223880364549204,2.7284714311067293,1.446530798507238,229,0.8267671746068183,0.9223880364549204,0.6290732806945041,1763426609.8219678,0.7655726268864955,9,229.733154933,1.424388983666557,0.6534984538885068,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,"0,1",5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,14233373,0.1,15kgj02s,elated-pyramid-81,0.5299602515311331,1.9632566933868216,0.645144879982762,0.7583821847297684,0.7249606805833572,0.7996018579960186,0.7897181748898153,0.7804975882236501,2.3745624871968727,1.414689390875394,229,0.7897181748898153,0.7533891443051302,0.5299602515311331,1763426852.2936902,0.7996018579960186,9,228.83802531,1.4021109088351909,0.645144879982762,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,0,5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,7145501,0.1,3z1j0ke4,crisp-firebrand-82,0.5563602267518403,1.866598562255165,0.6618333210895112,0.7525915070060052,0.7525915070060052,0.7933745087029759,0.8057999150497009,0.7722165235833574,2.714683268892091,1.4059750585369748,216,0.8057999150497009,0.7722165235833574,0.5563602267518403,1763427083.6339126,0.7933745087029759,9,216.482991969,1.3933551893482974,0.6618333210895112,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,-1,5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,7145501,0.1,xyfbk5he,toasty-thunder-83,0.6871565009989734,1.8514499770248911,0.6598027560739425,0.6827816700028596,0.6827816700028596,0.7432069147397614,0.8421860337529938,0.93766824610069,2.5868992443008185,1.4452642096969022,217,0.8421860337529938,0.93766824610069,0.6871565009989734,1763427314.74042,0.7432069147397614,9,217.106739536,1.4262277400163703,0.6598027560739425,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,57629,0.1,rq36c3iz,warm-bee-84,0.9954948748685156,2.2355243631621344,0.7041384583501391,0.4707427795253074,0.4707427795253074,0.6273543974273901,0.9133173079796976,1.5668725224607565,2.4360381247343117,1.45759324980423,206,0.9133173079796976,1.5668725224607565,0.9954948748685156,1763427535.130779,0.6273543974273901,9,206.278628721,1.45759324980423,0.7041384583501391,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,0,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,57629,0.1,przbw623,pious-plasma-85,,11.50293181738173,,0.028792536459822705,0.028792536459822705,,,3.766042762938519,11.50293181738173,1.6550597503316855,3,,3.766042762938519,,1763427553.384905,,0,3.534426117,1.6550597503316855,,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,,5,768,BPI12,,5e-05,nep,1,,lstm,44,sum,124497437,57629,0.1,gfaeybvw,kind-dust-86,3.3156250516573587,3.40096379063591,0.9092045531918606,0.028792536459822705,0.028631684300829283,0.08333333333333333,0.44597656272041303,3.367298626238392,3.40096379063591,1.7779633396283572,34,0.449031433633839,3.367298626238392,3.3156250516573587,1763427601.3920465,0.08333333333333333,9,34.58848572,1.544717377866119,0.9092045531918606,8.0
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,lora,,5,768,BPI12,512,5e-05,nep,1,256,lstm,44,sum,162246173,37806365,0.1,vwmw0x41,skilled-oath-87,2.0367219348748526,1.1473363958020055,0.5420382811377445,0.09588575922219043,0.0525092936802974,0.4375,0.39790212192262214,4.005753732457105,1.4172709797292495,2.4212239012740016,53,0.5065145287662745,3.0906588554655037,2.0367219348748526,1763427668.7794406,0.4375,9,53.192594802,1.5343301812448364,0.4666068165873488,8.0
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,lora,,5,768,BPI12,512,5e-05,nep,1,256,lstm,45,sum,162246173,37806365,0.1,0ta7potg,sparkling-pyramid-88,0.4319554644189332,2.4395380470817036,0.6371929056056445,0.722655132971118,0.6309872748069774,0.8349752437343678,0.7337650658198541,0.9490054660195244,2.7390955627577904,1.5489192124802915,378,0.7337650658198541,0.8028642729517048,0.4319554644189332,1763428061.7303896,0.8349752437343678,9,378.340733063,1.4808446658606813,0.6371557752420222,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,"-1,-2",5,768,BPI12,,5e-05,nep,1,,lstm,45,sum,124497437,14233373,0.1,06n90i72,true-jazz-89,0.6303847225280337,2.009217754491089,0.6532726740477277,0.7143444380897912,0.7143444380897912,0.7645262280298777,0.8239939160178625,0.8789634585960068,2.6429872139486728,1.4825829524333605,227,0.8239939160178625,0.8789634585960068,0.6303847225280337,1763428303.954753,0.7645262280298777,9,227.993017979,1.4825829524333605,0.6532726740477277,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,"0,1",5,768,BPI12,,5e-05,nep,1,,lstm,45,sum,124497437,14233373,0.1,r48t6tgy,copper-deluge-90,0.503697653340723,2.1773739242721173,0.6392997155670546,0.7904811266800115,0.7852266228195596,0.8106953873377231,0.779424360994804,0.658050718931665,2.4708903074863215,1.3862774755665512,227,0.779424360994804,0.647296463468261,0.503697653340723,1763428545.237219,0.8106953873377231,9,227.4079756,1.3862774755665512,0.6392997155670546,
gpt2,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,768,10,freeze,0,5,768,BPI12,,5e-05,nep,1,,lstm,45,sum,124497437,7145501,0.1,nt0ut8r3,sage-music-91,0.5421928551239524,2.0263730150130534,0.6471383514761359,0.7768265656276808,0.750750643408636,0.798249196059415,0.7951849570679689,0.7410122428088315,2.851280961971339,1.392152680148509,219,0.7951849570679689,0.7172396639977178,0.5421928551239524,1763428778.389649,0.798249196059415,9,219.145255625,1.392152680148509,0.6471383514761359,
