backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,train_next_activity_loss,test_next_time_to_next_event_loss,_step,train_next_remaining_time_loss,best_train_next_remaining_time_loss,train_next_time_to_next_event_loss,_wandb.runtime,best_train_next_time_to_next_event_loss,_timestamp,best_test_next_time_to_next_event_loss,best_test_next_activity_acc,test_next_remaining_time_loss,best_test_next_remaining_time_loss,_runtime,best_test_next_activity_loss,best_train_next_activity_acc,best_train_next_activity_loss,train_next_activity_acc,test_next_activity_acc,test_next_activity_loss,few_shot_k
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,1235988514,121876514,0.1,qtaym07w,grateful-dream-56,0.4602136942331264,1.997307338903446,9,0.6645719414235054,0.6645719414235054,0.6676833579602759,179,0.6676833579602759,1763544932.3359044,1.1587795334051152,0.6695049504950495,1.1059391242678802,1.0625256317440823,179.548113331,0.9664341029554312,0.8562734082397003,0.4602136942331264,0.8562734082397003,0.6695049504950495,0.9664341029554312,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,1235988514,121876514,0.1,fxp5y208,youthful-pond-57,0.4694400560989809,1.4420641402442858,9,0.6583772559960683,0.6583772559960683,0.6503110901135184,179,0.6503110901135184,1763545151.5478532,1.3637924099912735,0.6815841584158416,1.1940361357207343,1.0907185577165963,179.020624339,0.9437146479540532,0.8602059925093632,0.4694400560989809,0.8602059925093632,0.6815841584158416,1.0401813296516342,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,1235988514,121876514,0.1,jw1cs3u2,feasible-puddle-58,0.477351763989595,1.734729410681394,9,0.6669813129450944,0.6553414844618308,0.6505658391374773,181,0.6505658391374773,1763545372.5727708,1.3926153437926037,0.6623762376237624,1.4718288825762154,0.9848059694837816,181.06066598,0.9238177769727046,0.8544007490636704,0.477351763989595,0.8544007490636704,0.6328712871287129,1.174466797762578,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1235988514,121876514,0.1,tedbv5n2,drawn-night-59,0.4850668760721157,1.7612829790020934,9,0.6326660175894977,0.6326660175894977,0.6493521483649922,179,0.6493521483649922,1763545592.9378357,1.5658300411111057,0.7017821782178217,1.2628981820663605,1.1171110043667332,179.532440247,0.7998926855786012,0.8515917602996255,0.4850668760721157,0.8515917602996255,0.6665346534653466,0.930852504767994,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,"0,1",5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1235988514,121876514,0.1,82joaanq,fanciful-energy-60,0.4666367914346274,1.2226505453279704,9,0.6747230606132679,0.6677419198363015,0.6734645412432567,178,0.6734645412432567,1763545812.3757048,1.2068733740325022,0.6796039603960397,1.3905571318144845,0.8679620834388355,178.986806209,0.8919123950807175,0.8565543071161049,0.4666367914346274,0.8565543071161049,0.6796039603960397,0.906163264359578,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,1235988514,61059106,0.1,znmc4gnm,gallant-water-61,0.5210333874609586,1.1724300214559724,9,0.6675218536389455,0.6630498751049184,0.6700918332802669,166,0.6700918332802669,1763546019.6443107,1.1724300214559724,0.6451485148514852,0.9782755864964854,0.9782755864964854,166.679102239,1.04363218628534,0.8417602996254682,0.5210333874609586,0.8417602996254682,0.6451485148514852,1.0493944665701085,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,1235988514,61059106,0.1,b28o0kcq,generous-dust-62,0.5100316753994659,1.247789820302831,9,0.6641821435551518,0.6605820129203439,0.6665541048800008,168,0.6665541048800008,1763546228.4787817,1.247789820302831,0.640990099009901,0.971938001236113,0.971938001236113,168.792962685,1.0345478382677136,0.8382022471910112,0.5100316753994659,0.8382022471910112,0.640990099009901,1.0345478382677136,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,1235988514,61059106,0.1,oggxddko,bright-deluge-63,0.4952907889076833,1.0802382744892989,9,0.6625343784634093,0.6625343784634093,0.6623714630300186,168,0.6623714630300186,1763546437.0076394,1.0675300736002402,0.641980198019802,1.0144961450595666,0.9275764118798888,168.531106181,1.0243489940567772,0.8432584269662922,0.4952907889076833,0.8432584269662922,0.641980198019802,1.024613177611096,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1235988514,61059106,0.1,yfxmk0a5,ethereal-wind-64,0.5095075806428431,1.055152435113888,9,0.6672061264514924,0.6672061264514924,0.6539008517167095,166,0.6539008517167095,1763546643.175537,1.0414684374025551,0.658019801980198,1.0993228163577542,0.9396527133601726,166.060767825,0.982987827263256,0.8398876404494382,0.5095075806428431,0.8398876404494382,0.6312871287128713,1.147225552077341,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,0,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1235988514,61059106,0.1,2rnl77of,serene-violet-65,0.5121551982025975,1.308961143871345,9,0.6632800206151348,0.6548911401506666,0.67071639696757,167,0.67071639696757,1763546850.8023138,1.1805450269491369,0.6504950495049505,1.060077463848756,0.941606459003864,167.921474815,1.022092903344938,0.8381086142322097,0.5121551982025975,0.8381086142322097,0.6504950495049505,1.022092903344938,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,1235988514,61059106,0.1,k2znbxqz,eager-sun-66,0.4317581928178166,1.4015169332523156,9,0.6704400486379081,0.6704400486379081,0.6647286639231421,167,0.6647286639231421,1763547058.050964,1.0872940292924935,0.665940594059406,1.1709609354604589,0.9497829533095408,167.188253298,1.0795055247769498,0.8667602996254682,0.4317581928178166,0.8667602996254682,0.665940594059406,1.0795055247769498,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,1235988514,61059106,0.1,owg309lj,dry-cloud-67,0.44329212694132375,1.1000654916480035,9,0.6818196716268411,0.6792863935455401,0.6573788243733095,167,0.6573788243733095,1763547265.596641,1.1000654916480035,0.6695049504950495,1.009361470571839,0.9849461719305208,167.944486084,1.029321461668109,0.8619850187265917,0.44329212694132375,0.8619850187265917,0.6497029702970297,1.0558698217939622,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,1235988514,61059106,0.1,qpjmonxj,stellar-terrain-68,0.43401091777430045,1.3494996182281191,9,0.6694648612304573,0.6694648612304573,0.6505335403515605,165,0.6505335403515605,1763547471.305799,1.2019982003693532,0.6623762376237624,1.0599580639187651,0.9859436195675688,165.86431735,1.0242719684260906,0.8650749063670412,0.43401091777430045,0.8650749063670412,0.6623762376237624,1.043218865441804,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1235988514,61059106,0.1,v6h86u2c,astral-brook-69,0.4841700782043657,1.011760284121674,9,0.6479374727283078,0.6479374727283078,0.648031875524628,170,0.648031875524628,1763547682.3632238,1.011760284121674,0.666930693069307,0.9667468393911228,0.9276176685862022,170.11422794,0.922495972756112,0.8542134831460674,0.4841700782043657,0.8542134831460674,0.6524752475247525,1.081241783293167,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,-1,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1235988514,61059106,0.1,vpkt5yyh,cerulean-water-70,0.44005727629536545,1.3025415074943316,9,0.6847428946236099,0.6783842679713102,0.6581938255927089,167,0.6581938255927089,1763547892.7096007,1.149035569370383,0.6633663366336634,1.01241046593921,0.9923793634093634,167.280528529,1.0243592956278584,0.8625468164794008,0.44005727629536545,0.8625468164794008,0.6605940594059406,1.0243592956278584,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,1235988514,241698,0.1,wo9wfj5z,misunderstood-wind-71,0.6618841513265831,1.1163503092586404,9,0.6444715201854706,0.6444715201854706,0.6693399936742104,156,0.6693399936742104,1763548089.8668466,1.0747772729514848,0.6085148514851485,0.9765437068561515,0.9765437068561515,156.73638284,1.321797095855864,0.8086142322097378,0.6618841513265831,0.8086142322097378,0.6067326732673267,1.321797095855864,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,1235988514,241698,0.1,hgwtw8yk,exalted-elevator-72,0.679367468955365,1.1317161957580264,9,0.6576164289806666,0.6576164289806666,0.6914359965686048,158,0.6914359965686048,1763548289.0989304,1.1101609151670249,0.6146534653465346,1.0164889829465658,0.9968989419465016,158.583885468,1.2925686633232796,0.8108614232209738,0.679367468955365,0.8108614232209738,0.6146534653465346,1.2925686633232796,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,1235988514,241698,0.1,j98gf24t,efficient-yogurt-73,0.6749262186918366,1.0968984852214851,9,0.6554408034023721,0.6554408034023721,0.6908645882979314,158,0.6908645882979314,1763548488.4922612,1.085587379153412,0.6148514851485148,1.0051793270772047,0.995208329682303,158.700200142,1.3017477452873003,0.8118913857677903,0.6749262186918366,0.8118913857677903,0.6148514851485148,1.3017477452873003,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1235988514,241698,0.1,z88dim9m,vital-firebrand-74,0.6838567497578453,1.1320404897822012,9,0.6512455682517884,0.6512455682517884,0.6915532446421041,153,0.6915532446421041,1763548682.0753987,1.1026549352513682,0.6128712871287129,1.0164469526309778,1.0045696079140842,153.305523275,1.359213959344543,0.8103932584269663,0.6838567497578453,0.8103932584269663,0.6128712871287129,1.359213959344543,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1235988514,241698,0.1,45q8mi1h,apricot-wildflower-75,0.6767476410901502,1.1096150081936675,9,0.6586958479791991,0.6586958479791991,0.694465491242623,158,0.694465491242623,1763548880.9011726,1.0913680308408076,0.615049504950495,1.0097631270342533,0.9915106460835674,158.688497059,1.3048215430797916,0.8110486891385768,0.6767476410901502,0.8110486891385768,0.615049504950495,1.3048215430797916,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,1235988514,241698,0.1,kj3om0qb,wise-aardvark-76,,16.85243706731513,0,,,,3,,1763548924.6243992,16.85243706731513,0.0049504950495049506,1.7812142657289411,1.7812142657289411,3.23046226,4.311480635085909,,,,0.0049504950495049506,4.311480635085909,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,42,sum,1235988514,241698,0.1,jg9g0udp,ancient-waterfall-77,,2.937112759127475,0,,,,3,,1763548974.233439,2.937112759127475,0.004158415841584159,3.2574454343436967,3.2574454343436967,3.494874908,4.2337913256352495,,,,0.004158415841584159,4.2337913256352495,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,43,sum,1235988514,241698,0.1,31evybna,light-lake-78,,5.171629148615469,0,,,,3,,1763549016.3891263,5.171629148615469,0.04831683168316832,2.614295510018226,2.614295510018226,3.242020246,4.024894685650816,,,,0.04831683168316832,4.024894685650816,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,44,sum,1235988514,241698,0.1,lza2lg5h,eternal-bee-79,,2.3918519762246917,0,,,,3,,1763549059.1655326,2.3918519762246917,0.015445544554455444,4.428041421115989,4.428041421115989,3.245949162,3.960033042832176,,,,0.015445544554455444,3.960033042832176,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,0,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,45,sum,1235988514,241698,0.1,myz2o0t1,flowing-blaze-80,,2.264627360542222,0,,,,3,,1763549102.0568533,2.264627360542222,0.04495049504950495,17.70238521764774,17.70238521764774,3.55914617,4.442060471336441,,,,0.04495049504950495,4.442060471336441,
llama32-1b,8,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,2048,10,freeze,,5,2048,BPI20PrepaidTravelCosts,,5e-05,nep,1,,lstm,41,sum,1235988514,241698,0.1,lzrkelyd,vague-wave-81,2.4025646109768397,1.2594535422561193,9,1.0861916578492743,1.0861916578492743,1.1241349167959138,35,1.1241349167959138,1763549176.764593,1.2594535422561193,0.17564356435643563,1.0708996508381154,1.0708996508381154,35.102475467,3.1788371597894347,0.4017467248908297,2.4025646109768397,0.4017467248908297,0.17564356435643563,3.1788371597894347,8.0
