backbone,batch_size,categorical_features,categorical_targets,continuous_features,continuous_targets,device,embedding_size,epochs,fine_tuning,freeze_layers,grad_clip,hidden_size,log,lora_alpha,lr,model,n_layers,r,rnn_type,seed,strategy,total_params,trainable_params,weight_decay,id,name,train_next_activity_loss,test_next_time_to_next_event_loss,_step,train_next_remaining_time_loss,best_train_next_remaining_time_loss,train_next_time_to_next_event_loss,_wandb.runtime,best_train_next_time_to_next_event_loss,_timestamp,best_test_next_time_to_next_event_loss,best_test_next_activity_acc,test_next_remaining_time_loss,best_test_next_remaining_time_loss,_runtime,best_test_next_activity_loss,best_train_next_activity_acc,best_train_next_activity_loss,train_next_activity_acc,test_next_activity_acc,test_next_activity_loss
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,1,,lstm,44,sum,1071133,1071133,0.1,qlixiohy,worthy-dragon-71,0.4290750607161841,1.440402854808167,9,0.6295490136106923,0.6295490136106923,0.6940730822502541,34,0.6940730822502541,1764083555.5970776,1.3684368168997498,0.7463718901915928,2.818460364801256,2.253308809354096,34.974195525,0.7358415958572532,0.8291392305990846,0.4290750607161841,0.8291392305990846,0.6423899056334,1.062944571836219
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,1,,lstm,45,sum,1071133,1071133,0.1,v5cqzlay,sage-totem-72,0.4297807826229639,1.3813978550193444,9,0.6295208495637695,0.6288083928337541,0.6781015199223455,35,0.6781015199223455,1764083604.228265,1.367941547137245,0.7244245067200458,2.8735094380303727,2.1522102959545673,35.865407619,0.7809209425789579,0.8280417878958025,0.4297807826229639,0.8280417878958025,0.6748999142121819,0.9562931456905384
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,1,,lstm,41,concat,336541,336541,0.1,6ajwy0pu,unique-glade-73,0.4421760975678672,1.3684243053359784,9,0.6294493480748365,0.6294493480748365,0.7028827002572483,23,0.7028827002572483,1764083640.1620486,1.3684243053359784,0.7228338575922219,2.821350177066613,2.4647376749868015,23.607677909,0.8069965396228777,0.8231756078471407,0.4421760975678672,0.8231756078471407,0.7228338575922219,0.8069965396228777
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,1,,lstm,42,concat,336541,336541,0.1,fvr5rozq,logical-totem-74,0.4469759834347576,1.37424379967266,9,0.623292598609888,0.623292598609888,0.6908691582221271,23,0.6908691582221271,1764083676.327388,1.3667144510689415,0.714612525021447,2.290221338301752,2.290221338301752,23.587768387,0.8491329068213079,0.8227332278427169,0.4469759834347576,0.8227332278427169,0.7078388618816128,0.8491329068213079
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,1,,lstm,43,concat,336541,336541,0.1,bzk6spmb,trim-dew-75,0.45277164520823937,1.6005153788441686,9,0.6234000243046641,0.6234000243046641,0.7383756048098488,25,0.7383756048098488,1764083714.4087925,1.4008321539483686,0.7271768658850444,2.701898062471189,2.3310880582648617,25.46448829,0.8329991999100643,0.8214486243683324,0.45277164520823937,0.8214486243683324,0.6891800114383757,0.9021418049637508
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,1,,lstm,44,concat,336541,336541,0.1,ic2oiv5o,happy-cherry-76,0.4481252361791734,1.377076217181893,9,0.6268282310298977,0.6268282310298977,0.6667063951633276,23,0.6667063951633276,1764083750.6617925,1.377076217181893,0.7417607949671147,2.3769142189160872,2.3769142189160872,23.451900752,0.7913406038066132,0.8210402735950181,0.4481252361791734,0.8210402735950181,0.7417607949671147,0.7913406038066132
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,1,,lstm,45,concat,336541,336541,0.1,wen4wq3f,classic-shadow-77,0.45356944831896306,1.552380240914615,9,0.6269735512571114,0.6269735512571114,0.7108249007695148,23,0.7108249007695148,1764083786.7828813,1.446216468082212,0.717150414641121,2.6620786865421593,2.6620786865421593,23.713448734,0.8198698293082128,0.8220866724516359,0.45356944831896306,0.8220866724516359,0.717150414641121,0.8198698293082128
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.001,nep,1,,lstm,41,sum,338973,338973,0.1,ihev6byq,olive-shape-78,0.4246858562125937,1.4320707276851272,9,0.6332792729636768,0.6332792729636768,0.6566686624067779,23,0.6566686624067779,1764083823.522472,1.3448259660541109,0.7436016585644838,3.1661189670115495,2.549485170273635,23.842320576,0.7654483746486901,0.8287053579024382,0.4246858562125937,0.8287053579024382,0.7131291106662854,0.7765221719848179
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.001,nep,1,,lstm,42,sum,338973,338973,0.1,a6spg8c1,vocal-paper-79,0.4283788846961459,1.3386641938600468,9,0.6332182454845432,0.6332182454845432,0.6653125144040146,23,0.6653125144040146,1764083859.0216925,1.3386641938600468,0.7625107234772662,2.494445076270345,2.4622738524474586,23.094445483,0.6960763737307912,0.8285011825157811,0.4283788846961459,0.8285011825157811,0.7432442093222762,0.7455891411339245
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.001,nep,1,,lstm,43,sum,338973,338973,0.1,u2oshac2,denim-galaxy-80,0.43587083985120634,1.3288590609260311,9,0.6341730693928419,0.6341730693928419,0.6679804232714684,23,0.6679804232714684,1764083895.2305532,1.2997879020002592,0.7803831855876465,2.787305005625517,2.3821085262271313,23.484600263,0.6650218406949413,0.8252003470981574,0.43587083985120634,0.8252003470981574,0.6774378038318559,0.9844061726326596
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.001,nep,1,,lstm,44,sum,338973,338973,0.1,pprw1shi,glorious-frog-81,0.4410689593785317,1.4812943132683178,9,0.6329615978917738,0.6329615978917738,0.6833583167867651,23,0.6833583167867651,1764083930.865436,1.3859979714841408,0.733503717472119,2.820453606215688,2.55514249155308,23.104559329,0.821372048255543,0.8234648563115716,0.4410689593785317,0.8234648563115716,0.733503717472119,0.821372048255543
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.001,nep,1,,lstm,45,sum,338973,338973,0.1,bvsjuiy9,skilled-frost-82,0.4287473980870507,1.5456623965445535,9,0.6327553716806102,0.6327553716806102,0.6699397810626342,23,0.6699397810626342,1764083967.020502,1.3925063736973269,0.7402773806119531,2.6391525099302724,2.568495459613849,23.532033058,0.7486961691046157,0.8272591155802834,0.4287473980870507,0.8272591155802834,0.7402773806119531,0.7486961691046157
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0002,nep,1,,lstm,41,sum,338973,338973,0.1,8dwrly9t,classic-oath-83,0.5377552699116197,1.5032653078066134,9,0.6365130446096853,0.6365130446096853,0.7894219445461799,23,0.7894219445461799,1764084003.38718,1.4056389307614423,0.6105590506148127,3.3190270549473095,2.746287648102403,23.868321067,1.1779929031669871,0.7952205944906675,0.5377552699116197,0.7952205944906675,0.5899699742636546,1.2004263078549402
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0002,nep,1,,lstm,42,sum,338973,338973,0.1,af3vbkev,glamorous-serenity-84,0.5424303955017893,1.6777864389498642,9,0.6383643123961686,0.6383643123961686,0.7921176794890721,23,0.7921176794890721,1764084039.1463327,1.4295747205806797,0.5742600800686303,3.41288011990038,3.243311259775186,23.132734205,1.2681360897896523,0.7954843210317663,0.5424303955017893,0.7954843210317663,0.5481484129253646,1.317964900177412
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0002,nep,1,,lstm,43,sum,338973,338973,0.1,90nxfquz,lyric-microwave-85,0.547307281162473,1.4694749654310924,9,0.6375485491899068,0.6375485491899068,0.7913390700079983,23,0.7913390700079983,1764084074.9217649,1.398238887352571,0.5938840434658279,3.875390778073318,2.975626378510044,23.363934534,1.1914292520409078,0.7918006567641604,0.547307281162473,0.7918006567641604,0.576833714612525,1.214957082274985
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0002,nep,1,,lstm,44,sum,338973,338973,0.1,59ykn2ra,rosy-plasma-86,0.5394503805183142,1.7315950555599584,9,0.6399713415826377,0.6399713415826377,0.7905203115032835,23,0.7905203115032835,1764084110.7847097,1.4063884322562148,0.5982627966828711,3.765344615183048,2.3194219841296104,23.463076708,1.1736346098365598,0.7951525360284485,0.5394503805183142,0.7951525360284485,0.5982627966828711,1.1736346098365598
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0002,nep,1,,lstm,45,sum,338973,338973,0.1,4x6y4pyr,lilac-brook-87,0.5336934859554734,1.5433020090627303,9,0.6386303640751821,0.6386303640751821,0.7847006414529001,23,0.7847006414529001,1764084146.772398,1.4745045088685371,0.5908457249070632,3.61107307987824,2.1635984974927416,23.604806991,1.2319899938227212,0.7973899579738996,0.5336934859554734,0.7973899579738996,0.5813197026022305,1.2319899938227212
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,2,,lstm,41,sum,537245,537245,0.1,st13nyau,dulcet-dust-88,0.43425034487685377,1.5042824417412333,9,0.6386132924803637,0.6385454772420206,0.6681649389935373,27,0.6681649389935373,1764084186.5195208,1.427483789386291,0.748212753788962,2.7994038745407246,2.352964118093227,26.994200303,0.7419296119224694,0.8272165790413966,0.43425034487685377,0.8272165790413966,0.748212753788962,0.7419296119224694
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,2,,lstm,42,sum,537245,537245,0.1,u9znq0uk,deft-water-89,0.43330659457103154,1.3871918541041313,9,0.6303226180275616,0.6303226180275616,0.6905388154323086,27,0.6905388154323086,1764084226.381539,1.3565509145621883,0.7537532170431799,2.7787431877682747,2.3799237234867876,27.082436462,0.7353584207328074,0.8284501386691168,0.43330659457103154,0.8284501386691168,0.7537532170431799,0.7353584207328074
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,2,,lstm,43,sum,537245,537245,0.1,fhqbjoua,fresh-sea-90,0.43779663887651565,1.41179826725269,9,0.63748690339511,0.63748690339511,0.6985725625567792,27,0.6985725625567792,1764084266.1154308,1.4105067478952524,0.7586323991993137,2.9300789249124,2.8066745671947784,27.368422928,0.7127930514976778,0.8272080717336192,0.43779663887651565,0.8272080717336192,0.7586323991993137,0.7127930514976778
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,2,,lstm,44,sum,537245,537245,0.1,dsm9mff6,expert-river-91,0.4366586443991427,1.4657377685807178,9,0.6341953596061451,0.6341752868406911,0.6958905802057054,27,0.6958905802057054,1764084306.1485667,1.364458416372086,0.7211717186159565,2.706013295985918,2.368976759883312,27.464701532,0.8484954914434453,0.827965222125806,0.4366586443991427,0.827965222125806,0.7211717186159565,0.8484954914434453
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,2,,lstm,45,sum,537245,537245,0.1,qiw3v1id,sleek-aardvark-92,0.4338307874851338,1.4340144442956313,9,0.6359595235203203,0.6359595235203203,0.6966715548154218,27,0.6966715548154218,1764084346.107702,1.3873758926744764,0.7432442093222762,2.45592780292358,2.45592780292358,27.196489545,0.8091801065767292,0.8302026440712572,0.4338307874851338,0.8302026440712572,0.7122712324849871,0.9668732660990086
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,2,,lstm,41,sum,1860893,1860893,0.1,8nl4i9cz,devout-lake-93,0.4048173394195965,1.4285772007330506,9,0.632677944544241,0.632677944544241,0.6537300590580705,43,0.6537300590580705,1764084402.3771331,1.3978380915059816,0.7526987417786675,3.0144220116072327,2.2220224709571483,43.925209762,0.6789962350214281,0.835783437973219,0.4048173394195965,0.835783437973219,0.7241921647126108,0.7934962433680556
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,2,,lstm,42,sum,1860893,1860893,0.1,heay29gq,jolly-galaxy-94,0.4006485112858628,1.413398759703245,9,0.6320269639122341,0.6320269639122341,0.6507204520442841,43,0.6507204520442841,1764084458.2155387,1.413398759703245,0.7536459822705176,2.85061839286825,2.4180056281453854,43.258189988,0.774510370993021,0.8376975822231296,0.4006485112858628,0.8376975822231296,0.7379003431512725,0.774510370993021
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,2,,lstm,43,sum,1860893,1860893,0.1,qsy9uh4i,crimson-fog-95,0.4058209452871593,1.463143229007312,9,0.6354761141314847,0.6354761141314847,0.6526803129685065,43,0.6526803129685065,1764084514.086183,1.4587930519477892,0.7571132399199314,2.642219626105851,2.4157774470467412,43.227645458,0.658052997245494,0.8366937199053988,0.4058209452871593,0.8366937199053988,0.7571132399199314,0.658052997245494
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,2,,lstm,44,sum,1860893,1860893,0.1,nin8nw38,logical-violet-96,0.40924737131082656,1.4345863666710323,9,0.6348647420970371,0.6348647420970371,0.6562764212943467,44,0.6562764212943467,1764084570.717451,1.4345863666710323,0.7260866456963111,2.7121205820095073,2.39912882826483,44.1751474,0.7727419686446982,0.8347455464243786,0.40924737131082656,0.8347455464243786,0.7024235058621676,0.8588717461041392
transformer,16,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,256,10,,,5,256,BPI12,,0.0005,nep,2,,lstm,45,sum,1860893,1860893,0.1,tbez53qt,peachy-plant-97,0.4044560710603289,1.4167219686497952,9,0.6356178749028609,0.6326972955030551,0.6558327979327532,43,0.6558327979327532,1764084626.968526,1.4073717334473648,0.7779167858164141,2.7901672218266573,2.6750564843220204,43.788856707,0.6052423729567927,0.8361237302843142,0.4044560710603289,0.8361237302843142,0.7779167858164141,0.6052423729567927
transformer,32,['activity'],['activity'],"['accumulated_time', 'day_of_month', 'day_of_week', 'day_of_year', 'hour_of_day', 'min_of_hour', 'month_of_year', 'sec_of_min', 'secs_within_day', 'week_of_year']","['remaining_time', 'time_to_next_event']",cuda,128,10,,,5,128,BPI12,,0.0005,nep,4,,lstm,41,sum,933789,933789,0.1,3tr53zee,super-deluge-98,0.4101353202132993,1.4084812271397285,9,0.6484301178121656,0.6471757534201428,0.643100995902492,34,0.643100995902492,1764084674.6293857,1.4084812271397285,0.7617064626822991,3.0484379129066173,2.5206072119634286,34.932142991,0.6944332843103647,0.8366001395198476,0.4101353202132993,0.8366001395198476,0.7617064626822991,0.6944332843103647
